,app_name,developer,discount_price,early_access,genres,id,metascore,n_reviews,price,publisher,release_date,reviews_url,sentiment,specs,tags,title,url
2610,Dreadnought,"Six Foot, YAGERPublisher:Grey BoxRelease Date: 14 Oct, 2018",,False,"['Action', 'Free to Play', 'Massively Multiplayer']",835860,,2670,Free To Play,"Developer:Six Foot, YAGERGrey BoxRelease Date: 14 Oct, 2018","Developer:Six Foot, YAGERPublisher:Grey Box 14 Oct, 2018",http://steamcommunity.com/app/835860/reviews/?browsefilter=mostrecent&p=1,Mixed,"['Multi-player', 'Online Multi-Player', 'MMO', 'Co-op', 'Online Co-op', 'In-App Purchases']","['Free to Play', 'Space', 'Action', 'Massively Multiplayer', 'Sci-fi', 'Shooter']",Dreadnought,https://store.steampowered.com/app/835860/Dreadnought/
2626,Mini Thief,"Stranga, TommahPublisher:GrabTheGamesRelease Date: 12 Oct, 2018",,False,"['Casual', 'Indie', 'Strategy']",481870,,265,399€,"Developer:Stranga, TommahGrabTheGamesRelease Date: 12 Oct, 2018","Developer:Stranga, TommahPublisher:GrabTheGames 12 Oct, 2018",http://steamcommunity.com/app/481870/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Online Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","['Strategy', 'Indie', 'Casual', 'Multiplayer', 'Crime', 'Stealth', 'Pixel Graphics', 'Co-op', 'Difficult', 'Funny', 'Family Friendly', 'Comedy', 'Sandbox', 'Retro', 'Simulation', 'Classic', 'Atmospheric', 'Rogue-lite', 'Replay Value', 'Great Soundtrack']",Mini Thief,https://store.steampowered.com/app/481870/Mini_Thief/
2629,Timberman VS,"Digital MelodyPublisher:Forever Entertainment S. A.Release Date: 12 Oct, 2018",,False,"['Action', 'Casual', 'Indie']",943380,,114,159€,"Developer:Digital MelodyForever Entertainment S. A.Release Date: 12 Oct, 2018","Developer:Digital MelodyPublisher:Forever Entertainment S. A. 12 Oct, 2018",http://steamcommunity.com/app/943380/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Shared/Split Screen', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Action', 'Indie', 'Casual']",Timberman VS,https://store.steampowered.com/app/943380/Timberman_VS/
2637,G2 Fighter,"Orbit GamesPublisher:HeyBox InteractiveRelease Date: 8 Aug, 2019",,True,"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",851800,,276,,"Developer:Orbit GamesHeyBox InteractiveRelease Date: 8 Aug, 2019","Developer:Orbit GamesPublisher:HeyBox Interactive 8 Aug, 2019",http://steamcommunity.com/app/851800/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Partial Controller Support', 'Steam Cloud']","['Early Access', 'RPG', 'Violent', 'Sexual Content', 'Gore', 'Early Access', 'Indie', 'Action', 'Adventure']",G2 Fighter,https://store.steampowered.com/app/851800/G2_Fighter/
2650,Pan Panda,"LTPublisher:LTRelease Date: 11 Oct, 2018",,False,"['Action', 'Free to Play', 'Indie']",943390,,146,Free To Play,"Developer:LTLTRelease Date: 11 Oct, 2018","Developer:LTPublisher:LT 11 Oct, 2018",http://steamcommunity.com/app/943390/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Profile Features Limited\xa0', '', '']","['Free to Play', 'Action', 'Indie', 'Anime']",Pan Panda,https://store.steampowered.com/app/943390/Pan_Panda/
2651,AHEGAL,"Oppai Reveal StudiosPublisher:Oppai Reveal StudiosRelease Date: 11 Oct, 2018",,False,"['Action', 'Casual', 'Indie']",865090,,409,079€,"Developer:Oppai Reveal StudiosOppai Reveal StudiosRelease Date: 11 Oct, 2018","Developer:Oppai Reveal StudiosPublisher:Oppai Reveal Studios 11 Oct, 2018",http://steamcommunity.com/app/865090/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Full controller support', 'Steam Cloud']","['Nudity', 'Sexual Content', 'Action', 'Indie', 'Casual', 'Anime', 'Mature', 'NSFW', 'Bullet Hell', 'Singleplayer', 'Arcade', 'Funny', 'Great Soundtrack', '2D', 'Relaxing', 'Story Rich', 'Twin Stick Shooter', 'World War II']",AHEGAL,https://store.steampowered.com/app/865090/AHEGAL/
2662,SEPTEMBER 1999,"98DEMAKEPublisher:98DEMAKERelease Date: 10 Oct, 2018",,False,['Indie'],952250,,879,Free,"Developer:98DEMAKE98DEMAKERelease Date: 10 Oct, 2018","Developer:98DEMAKEPublisher:98DEMAKE 10 Oct, 2018",http://steamcommunity.com/app/952250/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Profile Features Limited\xa0', '', '']","['Indie', 'Horror', 'Gore', 'Psychological Horror', 'Free to Play', 'Short', 'First-Person', 'Singleplayer']",SEPTEMBER 1999,https://store.steampowered.com/app/952250/SEPTEMBER_1999/
2664,Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション,"CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Release Date: 10 Oct, 2018",,False,['Action'],885150,,187,1999€,"Developer:CAPCOM Co., Ltd.CAPCOM Co., Ltd.Release Date: 10 Oct, 2018","Developer:CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd. 10 Oct, 2018",http://steamcommunity.com/app/885150/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Co-op', 'Online Co-op', 'Local Co-op', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support']","['Action', ""Beat 'em up"", 'Arcade', 'Classic', 'Retro', 'Pixel Graphics']",Capcom Beat 'Em Up Bundle / カプコン ベルトアクション コレクション,https://store.steampowered.com/app/885150/Capcom_Beat_Em_Up_Bundle/
2680,Shortest Trip to Earth,"Interactive FatePublisher:Iceberg InteractiveRelease Date: 9 Oct, 2018",,True,"['Action', 'Adventure', 'Indie', 'Simulation', 'Strategy', 'Early Access']",812040,,173,1679€,"Developer:Interactive FateIceberg InteractiveRelease Date: 9 Oct, 2018","Developer:Interactive FatePublisher:Iceberg Interactive 9 Oct, 2018",http://steamcommunity.com/app/812040/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Trading Cards', 'Steam Cloud']","['Early Access', 'Simulation', 'Strategy', 'Rogue-like', 'Early Access', 'Adventure', 'Action', 'Indie', 'Space', 'Management']",Shortest Trip to Earth,https://store.steampowered.com/app/812040/Shortest_Trip_to_Earth/
2688,The Great C,,,False,,841460,,115,499€,,,http://steamcommunity.com/app/841460/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'HTC Vive', 'Oculus Rift', 'Tracked Motion Controllers', 'Seated']","['Casual', 'Adventure', 'VR']",,https://store.steampowered.com/app/841460/The_Great_C/
2698,Halfquake Trilogy,"Philipp LehnerPublisher:Philipp LehnerRelease Date: 5 Oct, 2018",,False,"['Action', 'Adventure', 'Free to Play']",644320,,122,Free To Play,"Developer:Philipp LehnerPhilipp LehnerRelease Date: 5 Oct, 2018","Developer:Philipp LehnerPublisher:Philipp Lehner 5 Oct, 2018",http://steamcommunity.com/app/644320/reviews/?browsefilter=mostrecent&p=1,Very Positive,['Single-player'],"['Violent', 'Adventure', 'Free to Play', 'Gore', 'Action', 'Great Soundtrack', 'Stylized', 'Mod']",Halfquake Trilogy,https://store.steampowered.com/app/644320/Halfquake_Trilogy/
2699,SpaceBourne,"Burak DabakPublisher:Burak DabakRelease Date: 5 Oct, 2018",,True,"['Indie', 'RPG', 'Simulation', 'Early Access']",732240,,159,1249€,"Developer:Burak DabakBurak DabakRelease Date: 5 Oct, 2018","Developer:Burak DabakPublisher:Burak Dabak 5 Oct, 2018",http://steamcommunity.com/app/732240/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements']","['Early Access', 'RPG', 'Simulation', 'Indie', 'Early Access', 'Space', 'Exploration']",SpaceBourne,https://store.steampowered.com/app/732240/SpaceBourne/
2704,Monster Hunter: World - The Handler's Mischievous Dress,"CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Franchise:Monster HunterRelease Date: 4 Oct, 2018",,False,['Action'],770974,,146,299€,"Developer:CAPCOM Co., Ltd.CAPCOM Co., Ltd.Franchise:Monster HunterRelease Date: 4 Oct, 2018","Developer:CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Franchise:Monster Hunter 4 Oct, 2018",http://steamcommunity.com/app/770974/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",['Action'],Monster Hunter: World - The Handler's Mischievous Dress,https://store.steampowered.com/app/770974/Monster_Hunter_World__The_Handlers_Mischievous_Dress/
2707,Monster Hunter: World - Free Character Edit Voucher,"CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Franchise:Monster HunterRelease Date: 4 Oct, 2018",,False,['Action'],770977,,201,Free,"Developer:CAPCOM Co., Ltd.CAPCOM Co., Ltd.Franchise:Monster HunterRelease Date: 4 Oct, 2018","Developer:CAPCOM Co., Ltd.Publisher:CAPCOM Co., Ltd.Franchise:Monster Hunter 4 Oct, 2018",http://steamcommunity.com/app/770977/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Multi-player', 'Co-op', 'Downloadable Content', 'Steam Achievements', 'Steam Trading Cards', 'Partial Controller Support', 'Steam Cloud', 'Stats', 'Steam Leaderboards']",['Action'],Monster Hunter: World - Free Character Edit Voucher,https://store.steampowered.com/app/770977/Monster_Hunter_World__Free_Character_Edit_Voucher/
2735,Vigilantes,"Timeslip SoftworksPublisher:Timeslip SoftworksRelease Date: 3 Oct, 2018",,False,"['Indie', 'RPG', 'Strategy']",545600,,126,1399€,"Developer:Timeslip SoftworksTimeslip SoftworksRelease Date: 3 Oct, 2018","Developer:Timeslip SoftworksPublisher:Timeslip Softworks 3 Oct, 2018",http://steamcommunity.com/app/545600/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","['RPG', 'Strategy', 'Violent', 'Indie', 'Turn-Based Tactics', 'Turn-Based Combat', 'Tactical RPG', 'Turn-Based', 'Turn-Based Strategy', 'Strategy RPG']",Vigilantes,https://store.steampowered.com/app/545600/Vigilantes/
2737,Nimbatus - The Space Drone Constructor,"Stray Fawn StudioPublisher:Stray Fawn StudioFranchise:Stray Fawn StudioRelease Date: 3 Oct, 2018",,True,"['Action', 'Indie', 'Simulation', 'Early Access']",383840,,301,1679€,"Developer:Stray Fawn StudioStray Fawn StudioFranchise:Stray Fawn StudioRelease Date: 3 Oct, 2018","Developer:Stray Fawn StudioPublisher:Stray Fawn StudioFranchise:Stray Fawn Studio 3 Oct, 2018",http://steamcommunity.com/app/383840/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Workshop', 'Steam Cloud', 'Stats', 'Steam Leaderboards']","['Early Access', 'Sandbox', 'Space', 'Indie', 'Simulation', 'Building', 'Survival', 'Open World', 'Action', 'Early Access', 'Procedural Generation', 'Space Sim', 'Sci-fi', 'Crafting', 'Exploration', 'Adventure', 'Physics', 'Singleplayer', '2D', 'Atmospheric']",Nimbatus - The Space Drone Constructor,https://store.steampowered.com/app/383840/Nimbatus__The_Space_Drone_Constructor/
2741,Beat Hazard 2,"Cold Beam GamesPublisher:Cold Beam GamesRelease Date: 3 Oct, 2018",,True,"['Action', 'Casual', 'Indie', 'Early Access']",618740,,231,1599€,"Developer:Cold Beam GamesCold Beam GamesRelease Date: 3 Oct, 2018","Developer:Cold Beam GamesPublisher:Cold Beam Games 3 Oct, 2018",http://steamcommunity.com/app/618740/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Local Multi-Player', 'Local Co-op', 'Shared/Split Screen', 'Steam Workshop', 'Partial Controller Support', 'Steam Cloud']","['Early Access', 'Indie', 'Action', 'Early Access', 'Music', 'Casual', 'Bullet Hell', 'Music-Based Procedural Generation', 'Arcade', 'Shooter', 'Singleplayer', 'Great Soundtrack', 'Replay Value', 'Colorful', 'Space', ""Shoot 'Em Up""]",Beat Hazard 2,https://store.steampowered.com/app/618740/Beat_Hazard_2/
2754,Visage,"SadSquare StudioPublisher:SadSquare StudioFranchise:VisageRelease Date: 2 Oct, 2018",,True,"['Action', 'Adventure', 'Indie', 'Simulation', 'Early Access']",594330,,1149,2099€,"Developer:SadSquare StudioSadSquare StudioFranchise:VisageRelease Date: 2 Oct, 2018","Developer:SadSquare StudioPublisher:SadSquare StudioFranchise:Visage 2 Oct, 2018",http://steamcommunity.com/app/594330/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Early Access', 'Horror', 'Psychological Horror', 'Early Access', 'Adventure', 'Indie', 'Violent', 'Dark', 'Survival Horror', 'Atmospheric', 'First-Person', 'Simulation', 'Singleplayer', 'Exploration', 'Realistic', 'Surreal', 'Walking Simulator', 'Experimental', 'Action']",Visage,https://store.steampowered.com/app/594330/Visage/
2767,Ring of Elysium-Gratitude of Dione,"Tencent GamesRelease Date: 1 Oct, 2018",,False,"['Action', 'Free to Play', 'Massively Multiplayer']",952320,,616,Free,,"Developer:Tencent Games 1 Oct, 2018",http://steamcommunity.com/app/952320/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Online Multi-Player', 'Downloadable Content']","['Free to Play', 'Action', 'Massively Multiplayer', 'Battle Royale']",Ring of Elysium-Gratitude of Dione,https://store.steampowered.com/app/952320/Ring_of_ElysiumGratitude_of_Dione/
2777,Tower Hunter: Erza's Trial,"IceSitruunaPublisher:IceSitruunaRelease Date: 28 Sep, 2018",,True,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Early Access']",844850,,320,061€,"Developer:IceSitruunaIceSitruunaRelease Date: 28 Sep, 2018","Developer:IceSitruunaPublisher:IceSitruuna 28 Sep, 2018",http://steamcommunity.com/app/844850/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Cloud']","['Early Access', 'Female Protagonist', 'Metroidvania', 'RPG', 'Action', 'Indie', 'Rogue-like', 'Adventure', 'Casual', 'Early Access', 'Anime', 'Difficult', '2D', 'Great Soundtrack', 'Souls-like', 'Atmospheric', 'Side Scroller', 'Hack and Slash', 'Rogue-lite', '2.5D']",Tower Hunter: Erza's Trial,https://store.steampowered.com/app/844850/Tower_Hunter_Erzas_Trial/
2779,ZeroRanger,"System ErasurePublisher:System ErasureRelease Date: 28 Sep, 2018",,False,"['Action', 'Indie']",809020,,274,1199€,"Developer:System ErasureSystem ErasureRelease Date: 28 Sep, 2018","Developer:System ErasurePublisher:System Erasure 28 Sep, 2018",http://steamcommunity.com/app/809020/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Local Co-op', 'Shared/Split Screen', 'Full controller support']","['Action', ""Shoot 'Em Up"", 'Indie', 'Great Soundtrack', 'Bullet Hell', 'Retro', 'Pixel Graphics', '2D']",ZeroRanger,https://store.steampowered.com/app/809020/ZeroRanger/
2783,Lucy Got Problems,"Flat Chest DevPublisher:Flat Chest DevRelease Date: 28 Sep, 2018",,False,"['Adventure', 'Casual', 'Indie']",879510,,132,Try our free demo!,"Developer:Flat Chest DevFlat Chest DevRelease Date: 28 Sep, 2018","Developer:Flat Chest DevPublisher:Flat Chest Dev 28 Sep, 2018",http://steamcommunity.com/app/879510/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Captions available']","['Nudity', 'Sexual Content', 'Anime', 'Visual Novel', 'Fantasy', 'Cute', 'Adventure', 'Funny', 'Comedy', 'Relaxing', 'Choices Matter', 'Female Protagonist', 'Casual', 'Indie', 'Demons', '2D', 'Colorful', 'Psychological Horror']",Lucy Got Problems,https://store.steampowered.com/app/879510/Lucy_Got_Problems/
2784,Fantasy Battles,"FreezeNovaPublisher:FreezeNovaFranchise:FreezeNovaRelease Date: 28 Sep, 2018",,False,"['Free to Play', 'Indie', 'Simulation', 'Strategy']",935840,,122,Free,"Developer:FreezeNovaFreezeNovaFranchise:FreezeNovaRelease Date: 28 Sep, 2018","Developer:FreezeNovaPublisher:FreezeNovaFranchise:FreezeNova 28 Sep, 2018",http://steamcommunity.com/app/935840/reviews/?browsefilter=mostrecent&p=1,Mostly Positive,"['Single-player', 'Steam Achievements', 'Stats', 'Steam Leaderboards', 'Profile Features Limited\xa0', '', '']","['Free to Play', 'Strategy', 'Simulation', 'Indie', 'Casual', 'Singleplayer', 'Action']",Fantasy Battles,https://store.steampowered.com/app/935840/Fantasy_Battles/
2791,Deliver Us The Moon: Fortuna,"KeokeN InteractivePublisher:KeokeN InteractiveRelease Date: 28 Sep, 2018",,False,"['Action', 'Adventure', 'Indie']",428660,62.0,266,1999€,"Developer:KeokeN InteractiveKeokeN InteractiveRelease Date: 28 Sep, 2018","Developer:KeokeN InteractivePublisher:KeokeN Interactive 28 Sep, 2018",http://steamcommunity.com/app/428660/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards', 'Steam Cloud']","['Adventure', 'Indie', 'Action', 'Space', 'Sci-fi', 'Story Rich', 'Singleplayer', 'Simulation', 'Puzzle', 'Atmospheric', 'Action-Adventure', 'Space Sim', 'Drama', 'Mystery', 'Exploration']",Deliver Us The Moon: Fortuna,https://store.steampowered.com/app/428660/Deliver_Us_The_Moon_Fortuna/
2813,Taphouse VR,,,False,,591680,,107,Free To Play,,,http://steamcommunity.com/app/591680/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'Steam Leaderboards', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Seated', 'Standing', 'Room-Scale']","['Simulation', 'Indie', 'VR', 'Physics', 'Early Access', 'Funny', 'Addictive', 'Casual', 'Free to Play']",,https://store.steampowered.com/app/591680/Taphouse_VR/
2817,Vox Machinae,,,True,,334540,,408,2099€,,,http://steamcommunity.com/app/334540/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Multi-player', 'Online Multi-Player', 'Local Multi-Player', 'Cross-Platform Multiplayer', 'Steam Achievements', 'Full controller support', 'HTC Vive', 'Oculus Rift', 'Windows Mixed Reality', 'Tracked Motion Controllers', 'Gamepad', 'Keyboard / Mouse', 'Seated']","['Early Access', 'Action', 'Indie', 'Simulation', 'Early Access', 'Mechs', 'VR']",,https://store.steampowered.com/app/334540/Vox_Machinae/
2839,Armajet,"Super Bit MachinePublisher:Super Bit MachineRelease Date: 25 Sep, 2018",,True,"['Action', 'Early Access']",895670,,122,Free To Play,"Developer:Super Bit MachineSuper Bit MachineRelease Date: 25 Sep, 2018","Developer:Super Bit MachinePublisher:Super Bit Machine 25 Sep, 2018",http://steamcommunity.com/app/895670/reviews/?browsefilter=mostrecent&p=1,Very Positive,"['Online Multi-Player', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Partial Controller Support', 'Profile Features Limited\xa0', '', '']","['Early Access', 'Action', 'Early Access', 'Violent', 'Gore', 'e-sports', 'Team-Based']",Armajet,https://store.steampowered.com/app/895670/Armajet/
